player_2,0,0,1766518332501,1766518332501,0,4.0,7.0
player_2,0,0,1766518332501,1766518332501,0,4.0,7.0
player_2,0,0,1766518333544,1766518333544,0,4.0,7.0
player_2,0,0,1766518333546,1766518333546,0,4.0,7.0
player_2,0,0,1766518334577,1766518334577,0,4.0,7.0
player_2,0,0,1766518334579,1766518334579,0,4.0,7.0
player_2,0,0,1766518335609,1766518335610,1,4.0,7.0
player_2,0,0,1766518335610,1766518335610,0,4.0,7.0
player_2,0,0,1766518336641,1766518336642,1,4.0,7.0
player_2,0,0,1766518336642,1766518336642,0,4.0,7.0
player_2,0,0,1766518337673,1766518337673,0,4.0,7.0
player_2,0,0,1766518337673,1766518337673,0,4.0,7.0
player_2,0,0,1766518338707,1766518338707,0,4.0,7.0
player_2,0,0,1766518338707,1766518338708,1,4.0,7.0
player_2,0,0,1766518339739,1766518339739,0,4.0,7.0
player_2,0,0,1766518339739,1766518339739,0,4.0,7.0
