client_id,cell_id,request_time,response_time,latency_ms,success,snapshot_id,seq_num
player_1,0_0,8653.744951773,8653.745961039,1,1,0,1
player_1,2_1,8654.731752823,8654.732754173,1,1,0,16
player_1,3_3,8655.732572265999,8655.733573173,1,1,0,37
player_1,3_4,8656.73383096,8656.734831498,1,1,0,60
player_1,2_4,8657.735376175,8657.736377051,1,1,0,82
player_1,4_4,8658.736591208,8658.737591792,1,1,0,103
player_1,4_4,8659.738560583,8659.73956153,1,0,0,0
player_1,3_4,8660.74282557,8660.743826326,1,0,0,0
player_1,5_2,8661.74354591,8661.74454654,1,1,0,166
player_1,1_1,8662.74811017,8662.749111077,1,1,0,190
player_1,4_1,8663.749904463999,8663.750907382,1,1,0,213
player_1,4_1,8664.752411684,8664.753413033,1,0,0,0
player_1,6_1,8665.757937507,8665.758938276,1,1,0,259
player_1,6_3,8666.761960227,8666.762960915,1,1,0,281
player_1,6_0,8667.764139212,8667.765139802,1,1,0,305
player_1,5_0,8668.764693122,8668.765693848,1,1,0,328
player_1,6_0,8669.773900121,8669.774901346,1,0,0,0
player_1,5_0,8670.77458233,8670.775582964,1,0,0,0
player_1,7_1,8671.777979932,8671.778980962,1,1,0,397
player_1,9_2,8672.778542282,8672.779543176,1,1,0,419
player_1,9_2,8673.780440669,8673.781441395,1,0,0,0
player_1,7_3,8674.783320255,8674.784322005,1,1,0,464
player_1,8_0,8675.786964898,8675.787965863,1,1,0,485
player_1,10_0,8676.788983262,8676.789984199,1,1,0,507
player_1,8_0,8677.791587181,8677.79258846,1,0,0,0
player_1,8_4,8678.795378945,8678.796379672,1,1,0,551
player_1,9_4,8679.795991191,8679.796991781,1,1,0,574
player_1,9_5,8680.801867752,8680.802868758,1,1,0,596
player_1,7_5,8681.803849097,8681.804850079,1,1,0,616
player_1,9_5,8682.805579724,8682.806580317,1,0,0,0
player_1,10_2,8683.807706637,8683.808707112,1,1,0,660
player_1,10_3,8684.812227606,8684.813228538,1,1,0,683
player_1,9_2,8685.814870389,8685.815871503,1,0,0,0
player_1,8_3,8686.818700155,8686.819701634,1,1,0,725
player_1,7_5,8687.818501048,8687.819501843,1,0,0,0
player_1,10_6,8688.820501985,8688.821502707,1,1,0,770
player_1,10_7,8689.824789959,8689.825791717,1,1,0,792
player_1,11_5,8690.823896388,8690.824897122,1,1,0,815
player_1,11_5,8691.827840898,8691.82884243,1,0,0,0
player_1,11_4,8692.829863668,8692.830864406,1,1,0,856
player_1,9_5,8693.832439958,8693.83344042,1,0,0,0
player_1,9_4,8694.846741815,8694.847742236,1,0,0,0
